all_id,pref,municipalities,townblock,latitude,longitude
104401,愛知県,名古屋市千種区,青柳町五丁目,35.161494,136.939084
104402,愛知県,名古屋市千種区,青柳町六丁目,35.159491,136.938490
104403,愛知県,名古屋市千種区,青柳町七丁目,35.157020,136.937938
104404,愛知県,名古屋市千種区,赤坂町一丁目,35.182470,136.959466
104405,愛知県,名古屋市千種区,赤坂町二丁目,35.181677,136.959935
104406,愛知県,名古屋市千種区,赤坂町三丁目,35.181243,136.959756
104407,愛知県,名古屋市千種区,赤坂町四丁目,35.180691,136.958867
104408,愛知県,名古屋市千種区,赤坂町五丁目,35.179873,136.958282
104409,愛知県,名古屋市千種区,赤坂町六丁目,35.178691,136.957215
104410,愛知県,名古屋市千種区,赤坂町七丁目,35.177040,136.956663
104411,愛知県,名古屋市千種区,揚羽町一丁目,35.183193,136.964559
104412,愛知県,名古屋市千種区,揚羽町二丁目,35.182247,136.966124
104413,愛知県,名古屋市千種区,朝岡町一丁目,35.162513,136.965071
104414,愛知県,名古屋市千種区,朝岡町二丁目,35.161503,136.965666
104415,愛知県,名古屋市千種区,朝岡町三丁目,35.160574,136.966606
104416,愛知県,名古屋市千種区,池上町一丁目,35.170634,136.970448
104417,愛知県,名古屋市千種区,池上町二丁目,35.169669,136.972578
104418,愛知県,名古屋市千種区,池上町三丁目,35.169358,136.974892
104419,愛知県,名古屋市千種区,池下一丁目,35.168524,136.944253
104420,愛知県,名古屋市千種区,池下二丁目,35.168644,136.945943
104421,愛知県,名古屋市千種区,池下町二丁目,35.168340,136.947929
104422,愛知県,名古屋市千種区,池園町一丁目,35.160484,136.963084
104423,愛知県,名古屋市千種区,池園町二丁目,35.159060,136.963530
104424,愛知県,名古屋市千種区,猪高町大字猪子石,35.185423,136.966909
104425,愛知県,名古屋市千種区,稲舟通一丁目,35.162819,136.961814
104426,愛知県,名古屋市千種区,稲舟通二丁目,35.161042,136.959527
104427,愛知県,名古屋市千種区,井上町,35.162462,136.983331
104428,愛知県,名古屋市千種区,今池一丁目,35.168448,136.933626
104429,愛知県,名古屋市千種区,今池二丁目,35.167156,136.930226
104430,愛知県,名古屋市千種区,今池三丁目,35.165162,136.934211
104431,愛知県,名古屋市千種区,今池四丁目,35.169810,136.939181
104432,愛知県,名古屋市千種区,今池五丁目,35.167094,136.939210
104433,愛知県,名古屋市千種区,今池南,35.163905,136.938345
104434,愛知県,名古屋市千種区,上野一丁目,35.181759,136.951849
104435,愛知県,名古屋市千種区,上野二丁目,35.179776,136.951642
104436,愛知県,名古屋市千種区,上野三丁目,35.177666,136.951159
104437,愛知県,名古屋市千種区,内山一丁目,35.173227,136.935816
104438,愛知県,名古屋市千種区,内山二丁目,35.172395,136.939457
104439,愛知県,名古屋市千種区,内山三丁目,35.170985,136.934425
104440,愛知県,名古屋市千種区,大久手町五丁目,35.161790,136.936797
104441,愛知県,名古屋市千種区,大久手町六丁目,35.160228,136.936486
104442,愛知県,名古屋市千種区,大久手町七丁目,35.158248,136.936124
104443,愛知県,名古屋市千種区,大島町一丁目,35.160131,136.952112
104444,愛知県,名古屋市千種区,大島町二丁目,35.159173,136.951541
104445,愛知県,名古屋市千種区,大島町三丁目,35.158247,136.951143
104446,愛知県,名古屋市千種区,大島町四丁目,35.157628,136.951039
104447,愛知県,名古屋市千種区,丘上町一丁目,35.165361,136.951950
104448,愛知県,名古屋市千種区,丘上町二丁目,35.163800,136.952419
104449,愛知県,名古屋市千種区,御棚町一丁目,35.163736,136.949514
104450,愛知県,名古屋市千種区,御棚町二丁目,35.162678,136.949903
104451,愛知県,名古屋市千種区,御棚町三丁目,35.161692,136.949648
104452,愛知県,名古屋市千種区,鏡池通一丁目,35.160270,136.955981
104453,愛知県,名古屋市千種区,鏡池通二丁目,35.159872,136.958147
104454,愛知県,名古屋市千種区,鏡池通三丁目,35.159319,136.960451
104455,愛知県,名古屋市千種区,鏡池通四丁目,35.157991,136.964610
104456,愛知県,名古屋市千種区,覚王山通七丁目,35.167646,136.946106
104457,愛知県,名古屋市千種区,覚王山通八丁目,35.166881,136.947287
104458,愛知県,名古屋市千種区,覚王山通九丁目,35.166350,136.950463
104459,愛知県,名古屋市千種区,霞ケ丘一丁目,35.179296,136.962427
104460,愛知県,名古屋市千種区,霞ケ丘二丁目,35.178358,136.965191
104461,愛知県,名古屋市千種区,香流橋一丁目,35.190080,136.978705
104462,愛知県,名古屋市千種区,香流橋二丁目,35.190879,136.985240
104463,愛知県,名古屋市千種区,鹿子町一丁目,35.167764,136.972326
104464,愛知県,名古屋市千種区,鹿子町二丁目,35.167411,136.971215
104465,愛知県,名古屋市千種区,鹿子町三丁目,35.167251,136.969770
104466,愛知県,名古屋市千種区,鹿子町四丁目,35.166426,136.969564
104467,愛知県,名古屋市千種区,鹿子町五丁目,35.165805,136.969808
104468,愛知県,名古屋市千種区,鹿子町六丁目,35.165103,136.969953
104469,愛知県,名古屋市千種区,鹿子町七丁目,35.164396,136.969744
104470,愛知県,名古屋市千種区,鹿子殿,35.176679,136.973914
104471,愛知県,名古屋市千種区,萱場一丁目,35.182304,136.943213
104472,愛知県,名古屋市千種区,萱場二丁目,35.183292,136.946622
104473,愛知県,名古屋市千種区,唐山町一丁目,35.160133,136.968568
104474,愛知県,名古屋市千種区,唐山町二丁目,35.159192,136.970292
104475,愛知県,名古屋市千種区,唐山町三丁目,35.159471,136.971697
104476,愛知県,名古屋市千種区,川崎町一丁目,35.159586,136.955708
104477,愛知県,名古屋市千種区,川崎町二丁目,35.159152,136.957961
104478,愛知県,名古屋市千種区,観月町一丁目,35.165277,136.954195
104479,愛知県,名古屋市千種区,観月町二丁目,35.164575,136.955359
104480,愛知県,名古屋市千種区,神田町,35.175655,136.940408
104481,愛知県,名古屋市千種区,菊坂町一丁目,35.165499,136.948417
104482,愛知県,名古屋市千種区,菊坂町二丁目,35.165026,136.949353
104483,愛知県,名古屋市千種区,菊坂町三丁目,35.164860,136.950535
104484,愛知県,名古屋市千種区,北千種一丁目,35.179733,136.943882
104485,愛知県,名古屋市千種区,北千種二丁目,35.180935,136.948006
104486,愛知県,名古屋市千種区,北千種三丁目,35.178564,136.946878
104487,愛知県,名古屋市千種区,希望ケ丘一丁目,35.179889,136.969324
104488,愛知県,名古屋市千種区,希望ケ丘二丁目,35.178892,136.967606
104489,愛知県,名古屋市千種区,希望ケ丘三丁目,35.179346,136.972020
104490,愛知県,名古屋市千種区,希望ケ丘四丁目,35.178506,136.972432
104491,愛知県,名古屋市千種区,京命一丁目,35.186012,136.984442
104492,愛知県,名古屋市千種区,京命二丁目,35.183931,136.983917
104493,愛知県,名古屋市千種区,清住町一丁目,35.163206,136.968850
104494,愛知県,名古屋市千種区,清住町二丁目,35.163118,136.971217
104495,愛知県,名古屋市千種区,清住町三丁目,35.162044,136.971000
104496,愛知県,名古屋市千種区,桐林町一丁目,35.165691,136.946847
104497,愛知県,名古屋市千種区,桐林町二丁目,35.164676,136.946917
104498,愛知県,名古屋市千種区,楠元町一丁目,35.167846,136.961766
104499,愛知県,名古屋市千種区,楠元町二丁目,35.165838,136.960989
104500,愛知県,名古屋市千種区,幸川町一丁目,35.158835,136.959719
104501,愛知県,名古屋市千種区,幸川町二丁目,35.158265,136.961251
104502,愛知県,名古屋市千種区,幸川町三丁目,35.157441,136.963094
104503,愛知県,名古屋市千種区,向陽一丁目,35.170518,136.947586
104504,愛知県,名古屋市千種区,向陽町一丁目,35.171210,136.951873
104505,愛知県,名古屋市千種区,向陽町二丁目,35.170578,136.950085
104506,愛知県,名古屋市千種区,向陽町三丁目,35.169922,136.948526
104507,愛知県,名古屋市千種区,古出来三丁目,35.181785,136.941385
104508,愛知県,名古屋市千種区,小松町五丁目,35.161651,136.938055
104509,愛知県,名古屋市千種区,小松町六丁目,35.159966,136.937592
104510,愛知県,名古屋市千種区,小松町七丁目,35.157854,136.937017
104511,愛知県,名古屋市千種区,桜が丘,35.166242,136.988718
104512,愛知県,名古屋市千種区,山門町一丁目,35.168974,136.953894
104513,愛知県,名古屋市千種区,山門町二丁目,35.167669,136.952832
104514,愛知県,名古屋市千種区,下方町一丁目,35.181787,136.954203
104515,愛知県,名古屋市千種区,下方町三丁目,35.179495,136.954378
104516,愛知県,名古屋市千種区,下方町四丁目,35.178426,136.954352
104517,愛知県,名古屋市千種区,下方町五丁目,35.177722,136.954311
104518,愛知県,名古屋市千種区,下方町六丁目,35.176370,136.953853
104519,愛知県,名古屋市千種区,下方町七丁目,35.175883,136.955603
104520,愛知県,名古屋市千種区,自由ケ丘一丁目,35.174134,136.962229
104521,愛知県,名古屋市千種区,自由ケ丘二丁目,35.174762,136.965222
104522,愛知県,名古屋市千種区,自由ケ丘三丁目,35.176167,136.968363
104523,愛知県,名古屋市千種区,松軒一丁目,35.179226,136.938666
104524,愛知県,名古屋市千種区,松軒二丁目,35.179005,136.941060
104525,愛知県,名古屋市千種区,松竹町一丁目,35.163884,136.960258
104526,愛知県,名古屋市千種区,松竹町二丁目,35.163246,136.960998
104527,愛知県,名古屋市千種区,汁谷町,35.184965,136.970334
104528,愛知県,名古屋市千種区,城木町一丁目,35.160828,136.942302
104529,愛知県,名古屋市千種区,城木町二丁目,35.159559,136.941873
104530,愛知県,名古屋市千種区,城木町三丁目,35.158347,136.941620
104531,愛知県,名古屋市千種区,城山新町一丁目,35.173252,136.958229
104532,愛知県,名古屋市千種区,城山新町二丁目,35.172483,136.960240
104533,愛知県,名古屋市千種区,城山町一丁目,35.170158,136.959270
104534,愛知県,名古屋市千種区,城山町二丁目,35.167937,136.959267
104535,愛知県,名古屋市千種区,城山町三丁目,35.166304,136.960157
104536,愛知県,名古屋市千種区,新池町一丁目,35.163723,136.974784
104537,愛知県,名古屋市千種区,新池町二丁目,35.162695,136.974784
104538,愛知県,名古屋市千種区,新池町三丁目,35.161303,136.973379
104539,愛知県,名古屋市千種区,新池町四丁目,35.161218,136.975337
104540,愛知県,名古屋市千種区,新栄三丁目,35.167977,136.928062
104541,愛知県,名古屋市千種区,新西一丁目,35.189049,136.982509
104542,愛知県,名古屋市千種区,新西二丁目,35.189190,136.985735
104543,愛知県,名古屋市千種区,振甫町一丁目,35.176148,136.951083
104544,愛知県,名古屋市千種区,振甫町二丁目,35.174883,136.950624
104545,愛知県,名古屋市千種区,振甫町三丁目,35.174605,136.952987
104546,愛知県,名古屋市千種区,振甫町四丁目,35.173170,136.950283
104547,愛知県,名古屋市千種区,末盛通一丁目,35.166614,136.953426
104548,愛知県,名古屋市千種区,末盛通二丁目,35.166311,136.956276
104549,愛知県,名古屋市千種区,末盛通三丁目,35.165532,136.958900
104550,愛知県,名古屋市千種区,末盛通四丁目,35.164900,136.960671
104551,愛知県,名古屋市千種区,末盛通五丁目,35.164269,136.962418
104552,愛知県,名古屋市千種区,清明山一丁目,35.183491,136.949236
104553,愛知県,名古屋市千種区,清明山二丁目,35.183608,136.951156
104554,愛知県,名古屋市千種区,園山町一丁目,35.158499,136.967666
104555,愛知県,名古屋市千種区,園山町二丁目,35.157309,136.969927
104556,愛知県,名古屋市千種区,園山町三丁目,35.156129,136.969521
104557,愛知県,名古屋市千種区,高見一丁目,35.172156,136.946017
104558,愛知県,名古屋市千種区,高見二丁目,35.170387,136.944836
104559,愛知県,名古屋市千種区,高峯町,35.152696,136.967360
104560,愛知県,名古屋市千種区,竹越一丁目,35.188284,136.973962
104561,愛知県,名古屋市千種区,竹越二丁目,35.188062,136.977147
104562,愛知県,名古屋市千種区,田代町,35.156240,136.979455
104563,愛知県,名古屋市千種区,田代本通一丁目,35.164662,136.956679
104564,愛知県,名古屋市千種区,田代本通二丁目,35.162900,136.955719
104565,愛知県,名古屋市千種区,田代本通三丁目,35.161353,136.954801
104566,愛知県,名古屋市千種区,田代本通四丁目,35.159953,136.954007
104567,愛知県,名古屋市千種区,田代本通五丁目,35.158756,136.953288
104568,愛知県,名古屋市千種区,谷口町,35.183582,136.953030
104569,愛知県,名古屋市千種区,千種一丁目,35.164242,136.928958
104570,愛知県,名古屋市千種区,千種二丁目,35.162486,136.926175
104571,愛知県,名古屋市千種区,千種三丁目,35.161334,136.932640
104572,愛知県,名古屋市千種区,千種通五丁目,35.161938,136.935922
104573,愛知県,名古屋市千種区,千種通六丁目,35.160352,136.935743
104574,愛知県,名古屋市千種区,千種通七丁目,35.158717,136.934915
104575,愛知県,名古屋市千種区,茶屋が坂一丁目,35.184647,136.961026
104576,愛知県,名古屋市千種区,茶屋が坂二丁目,35.184501,136.962984
104577,愛知県,名古屋市千種区,茶屋坂通一丁目,35.182725,136.954282
104578,愛知県,名古屋市千種区,茶屋坂通二丁目,35.183122,136.959372
104579,愛知県,名古屋市千種区,千代が丘,35.181165,136.981944
104580,愛知県,名古屋市千種区,千代田橋一丁目,35.188082,136.966942
104581,愛知県,名古屋市千種区,千代田橋二丁目,35.188118,136.970791
104582,愛知県,名古屋市千種区,月ケ丘一丁目,35.175019,136.957071
104583,愛知県,名古屋市千種区,月ケ丘二丁目,35.175464,136.958977
104584,愛知県,名古屋市千種区,月ケ丘三丁目,35.176203,136.959789
104585,愛知県,名古屋市千種区,月見坂町一丁目,35.168119,136.955792
104586,愛知県,名古屋市千種区,月見坂町二丁目,35.167063,136.956078
104587,愛知県,名古屋市千種区,天白町大字植田,35.153111,136.982947
104588,愛知県,名古屋市千種区,天満通一丁目,35.181030,136.955763
104589,愛知県,名古屋市千種区,天満通二丁目,35.177858,136.956052
104590,愛知県,名古屋市千種区,東明町一丁目,35.167185,136.974796
104591,愛知県,名古屋市千種区,東明町二丁目,35.166765,136.973073
104592,愛知県,名古屋市千種区,東明町三丁目,35.166090,136.973564
104593,愛知県,名古屋市千種区,東明町四丁目,35.165366,136.973418
104594,愛知県,名古屋市千種区,東明町五丁目,35.164722,136.973443
104595,愛知県,名古屋市千種区,東明町六丁目,35.165514,136.975764
104596,愛知県,名古屋市千種区,東明町七丁目,35.165344,136.977200
104597,愛知県,名古屋市千種区,徳川山町一丁目,35.172729,136.966810
104598,愛知県,名古屋市千種区,徳川山町二丁目,35.170758,136.965946
104599,愛知県,名古屋市千種区,徳川山町三丁目,35.170036,136.968185
104600,愛知県,名古屋市千種区,徳川山町四丁目,35.172531,136.969126
104601,愛知県,名古屋市千種区,徳川山町五丁目,35.175014,136.968780
104602,愛知県,名古屋市千種区,徳川山町六丁目,35.174032,136.970591
104603,愛知県,名古屋市千種区,仲田一丁目,35.173851,136.941877
104604,愛知県,名古屋市千種区,仲田二丁目,35.170112,136.942114
104605,愛知県,名古屋市千種区,鍋屋上野町,35.180721,136.964691
104606,愛知県,名古屋市千種区,南明町一丁目,35.160409,136.945900
104607,愛知県,名古屋市千種区,南明町二丁目,35.159607,136.944703
104608,愛知県,名古屋市千種区,南明町三丁目,35.158389,136.943841
104609,愛知県,名古屋市千種区,仁座町,35.153410,136.968840
104610,愛知県,名古屋市千種区,西崎町一丁目,35.162164,136.957826
104611,愛知県,名古屋市千種区,西崎町二丁目,35.161235,136.957214
104612,愛知県,名古屋市千種区,西崎町三丁目,35.160667,136.956527
104613,愛知県,名古屋市千種区,西山元町一丁目,35.170787,136.953260
104614,愛知県,名古屋市千種区,西山元町二丁目,35.169364,136.951799
104615,愛知県,名古屋市千種区,西山元町三丁目,35.169032,136.949799
104616,愛知県,名古屋市千種区,日進通一丁目,35.161559,136.942799
104617,愛知県,名古屋市千種区,日進通二丁目,35.161386,136.944649
104618,愛知県,名古屋市千種区,日進通三丁目,35.161079,136.946575
104619,愛知県,名古屋市千種区,日進通四丁目,35.160723,136.948679
104620,愛知県,名古屋市千種区,日進通五丁目,35.161262,136.950583
104621,愛知県,名古屋市千種区,日進通六丁目,35.160752,136.952979
104622,愛知県,名古屋市千種区,猫洞通一丁目,35.168581,136.974934
104623,愛知県,名古屋市千種区,猫洞通二丁目,35.168605,136.972161
104624,愛知県,名古屋市千種区,猫洞通三丁目,35.168087,136.969685
104625,愛知県,名古屋市千種区,猫洞通四丁目,35.166410,136.966925
104626,愛知県,名古屋市千種区,猫洞通五丁目,35.164868,136.964882
104627,愛知県,名古屋市千種区,萩岡町,35.150562,136.971130
104628,愛知県,名古屋市千種区,橋本町一丁目,35.165054,136.966203
104629,愛知県,名古屋市千種区,橋本町二丁目,35.164901,136.967338
104630,愛知県,名古屋市千種区,橋本町三丁目,35.163535,136.966731
104631,愛知県,名古屋市千種区,花田町一丁目,35.158660,136.923005
104632,愛知県,名古屋市千種区,花田町三丁目,35.158618,136.926343
104633,愛知県,名古屋市千種区,春岡一丁目,35.166178,136.943714
104634,愛知県,名古屋市千種区,春岡二丁目,35.163282,136.942742
104635,愛知県,名古屋市千種区,春岡通五丁目,35.161339,136.940387
104636,愛知県,名古屋市千種区,春岡通六丁目,35.159029,136.939802
104637,愛知県,名古屋市千種区,春岡通七丁目,35.156029,136.939175
104638,愛知県,名古屋市千種区,春里町一丁目,35.170589,136.961074
104639,愛知県,名古屋市千種区,春里町二丁目,35.171115,136.963158
104640,愛知県,名古屋市千種区,春里町三丁目,35.169530,136.963329
104641,愛知県,名古屋市千種区,春里町四丁目,35.169096,136.963722
104642,愛知県,名古屋市千種区,東千種台,35.191994,136.984152
104643,愛知県,名古屋市千種区,東山通一丁目,35.163404,136.964950
104644,愛知県,名古屋市千種区,東山通二丁目,35.162597,136.967179
104645,愛知県,名古屋市千種区,東山通三丁目,35.161791,136.969270
104646,愛知県,名古屋市千種区,東山通四丁目,35.161001,136.971355
104647,愛知県,名古屋市千種区,東山通五丁目,35.159635,136.973603
104648,愛知県,名古屋市千種区,東山元町一丁目,35.156612,136.972002
104649,愛知県,名古屋市千種区,東山元町二丁目,35.156121,136.974061
104650,愛知県,名古屋市千種区,東山元町三丁目,35.154634,136.975476
104651,愛知県,名古屋市千種区,東山元町四丁目,35.152435,136.975727
104652,愛知県,名古屋市千種区,東山元町五丁目,35.149705,136.975271
104653,愛知県,名古屋市千種区,東山元町六丁目,35.152196,136.973300
104654,愛知県,名古屋市千種区,光が丘一丁目,35.185059,136.975584
104655,愛知県,名古屋市千種区,光が丘二丁目,35.181515,136.976659
104656,愛知県,名古屋市千種区,日岡町一丁目,35.160243,136.947910
104657,愛知県,名古屋市千種区,日岡町二丁目,35.159497,136.948343
104658,愛知県,名古屋市千種区,日岡町三丁目,35.158983,136.947909
104659,愛知県,名古屋市千種区,姫池通一丁目,35.171576,136.957545
104660,愛知県,名古屋市千種区,姫池通二丁目,35.169627,136.957558
104661,愛知県,名古屋市千種区,姫池通三丁目,35.167358,136.957401
104662,愛知県,名古屋市千種区,日和町一丁目,35.169541,136.965131
104663,愛知県,名古屋市千種区,日和町二丁目,35.168410,136.965051
104664,愛知県,名古屋市千種区,日和町三丁目,35.167658,136.964536
104665,愛知県,名古屋市千種区,日和町四丁目,35.168597,136.967141
104666,愛知県,名古屋市千種区,日和町五丁目,35.167797,136.967641
104667,愛知県,名古屋市千種区,吹上一丁目,35.159300,136.924925
104668,愛知県,名古屋市千種区,吹上二丁目,35.158991,136.929737
104669,愛知県,名古屋市千種区,富士見台一丁目,35.181962,136.968139
104670,愛知県,名古屋市千種区,富士見台二丁目,35.181487,136.970423
104671,愛知県,名古屋市千種区,富士見台三丁目,35.182454,136.971512
104672,愛知県,名古屋市千種区,富士見台四丁目,35.181053,136.972838
104673,愛知県,名古屋市千種区,富士見台五丁目,35.180211,136.975748
104674,愛知県,名古屋市千種区,不老町,35.155654,136.964669
104675,愛知県,名古屋市千種区,平和が丘三丁目,35.168786,136.989047
104676,愛知県,名古屋市千種区,平和公園一丁目,35.175973,136.978536
104677,愛知県,名古屋市千種区,平和公園二丁目,35.172321,136.974632
104678,愛知県,名古屋市千種区,平和公園三丁目,35.172411,136.980572
104679,愛知県,名古屋市千種区,法王町一丁目,35.171088,136.955476
104680,愛知県,名古屋市千種区,法王町二丁目,35.169568,136.956232
104681,愛知県,名古屋市千種区,豊年町,35.176394,136.937684
104682,愛知県,名古屋市千種区,星ケ丘一丁目,35.162671,136.988104
104683,愛知県,名古屋市千種区,星ケ丘二丁目,35.165204,136.990688
104684,愛知県,名古屋市千種区,星が丘元町,35.160549,136.984520
104685,愛知県,名古屋市千種区,星が丘山手,35.162914,136.980939
104686,愛知県,名古屋市千種区,穂波町一丁目,35.164856,136.958538
104687,愛知県,名古屋市千種区,穂波町二丁目,35.163955,136.958239
104688,愛知県,名古屋市千種区,穂波町三丁目,35.163062,136.958267
104689,愛知県,名古屋市千種区,堀割町一丁目,35.167565,136.949059
104690,愛知県,名古屋市千種区,堀割町二丁目,35.167654,136.951013
104691,愛知県,名古屋市千種区,本山町一丁目,35.166756,136.965780
104692,愛知県,名古屋市千種区,本山町二丁目,35.165841,136.964702
104693,愛知県,名古屋市千種区,本山町三丁目,35.166288,136.962943
104694,愛知県,名古屋市千種区,本山町四丁目,35.165112,136.963085
104695,愛知県,名古屋市千種区,丸山町一丁目,35.163548,136.946878
104696,愛知県,名古屋市千種区,丸山町二丁目,35.162595,136.946908
104697,愛知県,名古屋市千種区,丸山町三丁目,35.161858,136.945716
104698,愛知県,名古屋市千種区,御影町一丁目,35.183940,136.966723
104699,愛知県,名古屋市千種区,御影町二丁目,35.183589,136.971072
104700,愛知県,名古屋市千種区,見附町一丁目,35.162052,136.962513
104701,愛知県,名古屋市千種区,見附町二丁目,35.161283,136.961197
104702,愛知県,名古屋市千種区,見附町三丁目,35.160097,136.960552
104703,愛知県,名古屋市千種区,南ケ丘一丁目,35.178306,136.959422
104704,愛知県,名古屋市千種区,南ケ丘二丁目,35.177094,136.962421
104705,愛知県,名古屋市千種区,宮根台一丁目,35.186862,136.979268
104706,愛知県,名古屋市千種区,宮根台二丁目,35.184010,136.979806
104707,愛知県,名古屋市千種区,宮の腰町,35.185015,136.957115
104708,愛知県,名古屋市千種区,宮東町,35.155217,136.962169
104709,愛知県,名古屋市千種区,八雲町,35.152935,136.964961
104710,愛知県,名古屋市千種区,山添町一丁目,35.163228,136.953933
104711,愛知県,名古屋市千種区,山添町二丁目,35.161953,136.952675
104712,愛知県,名古屋市千種区,山手通一丁目,35.153372,136.966030
104713,愛知県,名古屋市千種区,四谷通,35.155167,136.966595
104714,愛知県,名古屋市千種区,四谷通一丁目,35.162480,136.963843
104715,愛知県,名古屋市千種区,四谷通二丁目,35.160877,136.964561
104716,愛知県,名古屋市千種区,四谷通三丁目,35.158476,136.965603
104717,愛知県,名古屋市千種区,若水一丁目,35.175562,136.943497
104718,愛知県,名古屋市千種区,若水二丁目,35.175539,136.945883
104719,愛知県,名古屋市千種区,若水三丁目,35.175550,136.948252
104720,愛知県,名古屋市東区,相生町,35.180876,136.921890
104721,愛知県,名古屋市東区,葵一丁目,35.172034,136.921786
104722,愛知県,名古屋市東区,葵二丁目,35.172083,136.925789
104723,愛知県,名古屋市東区,葵三丁目,35.171623,136.929520
104724,愛知県,名古屋市東区,赤塚町,35.183773,136.923032
104725,愛知県,名古屋市東区,飯田町,35.179177,136.918544
104726,愛知県,名古屋市東区,泉一丁目,35.176396,136.911307
104727,愛知県,名古屋市東区,泉二丁目,35.176388,136.915793
104728,愛知県,名古屋市東区,泉三丁目,35.176592,136.919002
104729,愛知県,名古屋市東区,大曽根一丁目,35.188574,136.927772
104730,愛知県,名古屋市東区,大曽根二丁目,35.188795,136.931387
104731,愛知県,名古屋市東区,大松町,35.179646,136.936472
104732,愛知県,名古屋市東区,上竪杉町,35.179695,136.910819
104733,愛知県,名古屋市東区,車道町一丁目,35.177324,136.930073
104734,愛知県,名古屋市東区,車道町二丁目,35.178388,136.930989
104735,愛知県,名古屋市東区,車道町三丁目,35.179239,136.930714
104736,愛知県,名古屋市東区,黒門町,35.177760,136.932943
104737,愛知県,名古屋市東区,古出来一丁目,35.180732,136.939674
104738,愛知県,名古屋市東区,古出来二丁目,35.182896,136.940735
104739,愛知県,名古屋市東区,古出来三丁目,35.182690,136.941228
104740,愛知県,名古屋市東区,三の丸四丁目,35.185792,136.907892
104741,愛知県,名古屋市東区,橦木町一丁目,35.179710,136.912420
104742,愛知県,名古屋市東区,橦木町二丁目,35.179783,136.915226
104743,愛知県,名古屋市東区,橦木町三丁目,35.180023,136.918848
104744,愛知県,名古屋市東区,白壁一丁目,35.181954,136.911342
104745,愛知県,名古屋市東区,白壁二丁目,35.184347,136.910824
104746,愛知県,名古屋市東区,白壁三丁目,35.185420,136.914819
104747,愛知県,名古屋市東区,白壁四丁目,35.182532,136.916184
104748,愛知県,名古屋市東区,白壁五丁目,35.182755,136.920702
104749,愛知県,名古屋市東区,新出来一丁目,35.181972,136.930376
104750,愛知県,名古屋市東区,新出来二丁目,35.181525,136.932569
104751,愛知県,名古屋市東区,砂田橋一丁目,35.187515,136.956678
104752,愛知県,名古屋市東区,砂田橋二丁目,35.190194,136.957457
104753,愛知県,名古屋市東区,砂田橋三丁目,35.189384,136.960743
104754,愛知県,名古屋市東区,砂田橋四丁目,35.188586,136.963599
104755,愛知県,名古屋市東区,砂田橋五丁目,35.186518,136.961152
104756,愛知県,名古屋市東区,代官町,35.176770,136.922757
104757,愛知県,名古屋市東区,大幸一丁目,35.192201,136.946946
104758,愛知県,名古屋市東区,大幸二丁目,35.191963,136.948815
104759,愛知県,名古屋市東区,大幸三丁目,35.192034,136.954942
104760,愛知県,名古屋市東区,大幸四丁目,35.190637,136.953836
104761,愛知県,名古屋市東区,大幸南一丁目,35.187440,136.948577
104762,愛知県,名古屋市東区,大幸南二丁目,35.186526,136.952806
104763,愛知県,名古屋市東区,主税町二丁目,35.180843,136.912393
104764,愛知県,名古屋市東区,主税町三丁目,35.181008,136.915119
104765,愛知県,名古屋市東区,主税町四丁目,35.181218,136.919053
104766,愛知県,名古屋市東区,筒井一丁目,35.178977,136.927962
104767,愛知県,名古屋市東区,筒井二丁目,35.175630,136.926910
104768,愛知県,名古屋市東区,筒井三丁目,35.174710,136.931663
104769,愛知県,名古屋市東区,筒井町四丁目,35.177230,136.930985
104770,愛知県,名古屋市東区,出来町一丁目,35.181311,136.934743
104771,愛知県,名古屋市東区,出来町二丁目,35.183283,136.936568
104772,愛知県,名古屋市東区,出来町三丁目,35.183453,136.938690
104773,愛知県,名古屋市東区,徳川一丁目,35.181251,136.924503
104774,愛知県,名古屋市東区,徳川二丁目,35.186076,136.927678
104775,愛知県,名古屋市東区,徳川町,35.184522,136.932158
104776,愛知県,名古屋市東区,豊前町一丁目,35.178169,136.936140
104777,愛知県,名古屋市東区,豊前町二丁目,35.177028,136.935212
104778,愛知県,名古屋市東区,豊前町三丁目,35.176007,136.934591
104779,愛知県,名古屋市東区,西新町一丁目,35.170050,136.912773
104780,愛知県,名古屋市東区,東大曽根町,35.188125,136.933521
104781,愛知県,名古屋市東区,東片端町,35.178933,136.913674
104782,愛知県,名古屋市東区,東桜一丁目,35.172267,136.911633
104783,愛知県,名古屋市東区,東桜二丁目,35.171876,136.916736
104784,愛知県,名古屋市東区,東新町,35.170080,136.913724
104785,愛知県,名古屋市東区,東外堀町,35.180230,136.909824
104786,愛知県,名古屋市東区,久屋町八丁目,35.169681,136.909651
104787,愛知県,名古屋市東区,百人町,35.179602,136.933150
104788,愛知県,名古屋市東区,武平町五丁目,35.169720,136.910369
104789,愛知県,名古屋市東区,前浪町,35.185032,136.952583
104790,愛知県,名古屋市東区,明倫町,35.183412,136.935406
104791,愛知県,名古屋市東区,矢田一丁目,35.194536,136.938922
104792,愛知県,名古屋市東区,矢田二丁目,35.194254,136.940982
104793,愛知県,名古屋市東区,矢田三丁目,35.196435,136.944151
104794,愛知県,名古屋市東区,矢田四丁目,35.194122,136.944270
104795,愛知県,名古屋市東区,矢田五丁目,35.191913,136.943271
104796,愛知県,名古屋市東区,矢田町,35.196773,136.946962
104797,愛知県,名古屋市東区,矢田東,35.191274,136.945260
